wealth_rank,block,dummy,difference,SE,CI,CI_upper,CI_lower,sig_diff,group
0.4245887663370708,21,1,0.03832140292080943,0.009090448637681114,0.017817279329854982,0.056138682250664415,0.02050412359095445,TRUE,1
0.4346770899144675,21,1,0.03784944993103558,0.009063331741317413,0.017764130212982128,0.05561358014401771,0.020085319718053454,TRUE,1
0.4447654134918642,21,1,0.03738893742002757,0.009041822856567912,0.017721972798873106,0.055110910218900674,0.019666964621154467,TRUE,1
0.45485373706926086,21,1,0.0369405155268471,0.009025690446951198,0.017690353276024348,0.05463086880287145,0.019250162250822753,TRUE,1
0.46494206064665755,21,1,0.036504834390555886,0.009014415468805012,0.017668254318857823,0.05417308870941371,0.018836580071698063,TRUE,1
0.4750303842240542,21,1,0.036082544150215584,0.009007252490281182,0.017654214880951116,0.0537367590311667,0.01842832926926447,TRUE,1
0.4851187078014509,21,1,0.035674294944887955,0.009003336045420616,0.017646538649024407,0.05332083359391236,0.018027756295863548,TRUE,1
0.4952070313788476,21,1,0.03528073520624868,0.009001834334571222,0.017643595295759595,0.052924330502008274,0.017637139910489083,TRUE,1
0.5052953549562442,21,1,0.034902324857445446,0.00900248099294738,0.017644862746176868,0.052547187603622314,0.01725746211126858,TRUE,1
0.5153836785336409,21,1,0.03453916705519761,0.009005938681200587,0.01765163981515315,0.05219080687035076,0.016887527240044463,TRUE,1
0.5254720021110375,21,1,0.034191325240846636,0.009013034710717967,0.017665548033007215,0.051856873273853854,0.01652577720783942,TRUE,1
0.5355603256884343,21,1,0.033858862855733945,0.009024513158246157,0.017688045790162466,0.05154690864589641,0.01617081706557148,TRUE,1
0.5456486492658309,21,1,0.033541843341201076,0.009040908736027645,0.017720181122614184,0.05126202446381526,0.015821662218586892,TRUE,1
0.5557369728432275,21,1,0.0332403301385894,0.009062469125095337,0.01776243948518686,0.05100276962377626,0.015477890653402541,TRUE,1
0.5658252964206243,21,1,0.03295438668924047,0.009089126592335085,0.017814688120976765,0.05076907481021724,0.015139698568263707,TRUE,1
0.5759136199980209,21,1,0.03268407643449573,0.009120518842978695,0.017876216932238242,0.05056029336673397,0.014807859502257489,TRUE,1
0.5860019435754176,21,1,0.032429462815696586,0.009156057996362687,0.017945873672870868,0.05037533648856746,0.014483589142825718,TRUE,1
0.5960902671528142,21,1,0.03219060927418457,0.009195045653938418,0.0180222894817193,0.05021289875590387,0.014168319792465273,TRUE,1
0.606178590730211,21,1,0.03196757770532436,0.009236835851581006,0.018104198269098773,0.05007177597442313,0.013863379436225585,TRUE,1
0.6162669143076076,21,1,0.031760292072666604,0.00928139823518976,0.01819154054097193,0.04995183261363853,0.013568751531694675,TRUE,1
0.6263552378850042,21,1,0.031568431496186544,0.009329639998276677,0.018286094396622286,0.04985452589280883,0.013282337099564258,TRUE,1
0.636443561462401,21,1,0.03139164993432976,0.009382604605861588,0.01838990502748871,0.04978155496181847,0.01300174490684105,TRUE,1
0.6465318850397976,21,1,0.031229601345541858,0.009441226099767094,0.018504803155543505,0.049734404501085364,0.012724798189998353,TRUE,1
0.6566202086171943,21,1,0.03108193968826835,0.00950620834766406,0.018632168361421557,0.04971410804968991,0.012449771326846795,TRUE,1
0.666708532194591,21,1,0.030948318920954867,0.009577958469728653,0.018772798600668158,0.049721117521623025,0.012175520320286709,TRUE,1
0.6767968557719877,21,1,0.030828393002046962,0.009656573579197483,0.018926884215227067,0.04975527721727403,0.011901508786819896,TRUE,1
0.6868851793493843,21,1,0.030721815889990168,0.009741878936566556,0.01909408271567045,0.049815898605660616,0.01162773317431972,TRUE,1
0.6969735029267811,21,1,0.03062824154323015,0.009833514459718144,0.019273688341047562,0.04990192988427771,0.011354553202182587,TRUE,1
0.7070618265041777,21,1,0.030547323920212376,0.009931065594547567,0.01946488856531323,0.050012212485525606,0.011082435354899146,TRUE,1
0.7171501500815743,21,1,0.030478674252872838,0.010034294672454258,0.019667217558010347,0.050145891810883185,0.010811456694862491,TRUE,1
0.727238473658971,21,1,0.030421476294359463,0.010143833639314757,0.019881913933056924,0.05030339022741639,0.010539562361302539,TRUE,1
0.7373267972363677,21,1,0.0303746676695408,0.01026083073475407,0.020111228240117976,0.050485895909658775,0.010263439429422823,TRUE,1
0.7474151208137644,21,1,0.030337183049273405,0.010386409526367562,0.02035736267168042,0.050694545720953825,0.009979820377592985,TRUE,1
0.757503444391161,21,1,0.03030795710441367,0.010521522801815843,0.02062218469155905,0.050930141795972717,0.009685772412854617,TRUE,1
0.7675917679685578,21,1,0.030285924505818126,0.010666865487799906,0.020907056356087816,0.05119298086190594,0.00937886814973031,TRUE,1
0.7776800915459544,21,1,0.030270019924343226,0.010822839943891409,0.02121276629002716,0.051482786214370385,0.009057253634316066,TRUE,1
0.787768415123351,21,1,0.03025917803084549,0.010989570318631183,0.02153955782451712,0.05179873585536261,0.008719620206328372,TRUE,1
0.7978567387007478,21,1,0.030252333496181345,0.011166961561321976,0.021887244660191072,0.05213957815637242,0.008365088835990273,TRUE,1
0.8079450622781444,21,1,0.03024842099120732,0.011354797751438217,0.022255403592818905,0.05250382458402622,0.007993017398388414,TRUE,1
0.8180333858555411,21,1,0.030246375357536177,0.011552874015992552,0.0226436330713454,0.05289000842888158,0.007602742286190775,TRUE,1
0.8281217094329378,21,1,0.030245324664384378,0.011761328994731259,0.023052204829673267,0.053297529494057645,0.0071931198347111105,TRUE,1
0.8382100330103345,21,1,0.030244961130440357,0.011981022695520075,0.023482804483219346,0.0537277656136597,0.006762156647221011,TRUE,1
0.8482983565877311,21,1,0.03024507937903042,0.0122129343918026,0.023937351407933096,0.05418243078696351,0.006307727971097323,TRUE,1
0.8583866801651279,21,1,0.03024547403348096,0.012457916032293584,0.024417515423295424,0.05466298945677638,0.005827958610185535,TRUE,1
0.8684750037425245,21,1,0.03024593971711822,0.012716599038460539,0.024924534115382656,0.05517047383250087,0.005321405601735562,TRUE,1
0.8785633273199212,21,1,0.030246271053268613,0.01298935187547001,0.02545912967592122,0.055705400729189836,0.004787141377347395,TRUE,1
0.8886516508973179,21,1,0.03024626266525844,0.013276283084741896,0.026021514846094114,0.056267777511352556,0.0042247478191643276,TRUE,1
0.8987399744747145,21,1,0.03024570917641405,0.013577283882458335,0.026611476409618334,0.05685718558603238,0.003634232766795715,TRUE,1
0.9088282980521112,21,1,0.030244405210061772,0.013892104057314681,0.027228523952336776,0.057472929162398545,0.0030158812577249956,TRUE,1
0.9189166216295078,21,1,0.030242145389527915,0.014220454862340776,0.02787209153018792,0.05811423691971583,0.0023700538593399954,TRUE,1
0.9290049452069046,21,1,0.030238728358617403,0.014562138061850674,0.028541790601227322,0.05878051895984472,0.0016969377573900803,TRUE,1
0.9390932687843012,21,1,0.03023410973289534,0.01491734684953815,0.029237999825094774,0.059472109557990115,9.961099078005659e-4,TRUE,1
0.9491815923616979,21,1,0.03022844943153665,0.015286617596293343,0.029961770488734954,0.060190219920271605,2.666789428016972e-4,TRUE,1
0.9592699159390946,21,1,0.03022192106714739,0.01567038079002228,0.030713946348443672,0.060935867415591066,-4.920252812962815e-4,FALSE,2
0.9693582395164912,21,1,0.030214698252333697,0.01606880923113555,0.03149486609302568,0.061709564345359375,-0.0012801678406919835,FALSE,2
0.9794465630938879,21,1,0.03020695459970166,0.016481732177971,0.03230419506882316,0.06251114966852482,-0.0020972404691215023,FALSE,2
0.9895348866712846,21,1,0.030198863721857438,0.016908590591301665,0.03314083755895126,0.0633397012808087,-0.002941973837093822,FALSE,2
0.9996232102486813,21,1,0.03019059923140709,0.01734842751448759,0.03400291792839568,0.06419351715980277,-0.0038123186969885904,FALSE,2
